url,property_id,num_of_rooms,Locality_name,postal_code,price,property_type,sub_property_type,type_sale,living_area,kitchen_type,Furnished,Open_fire,Terrace,Garden,Number_of_faceds,Swimming_pool,State_of_building
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/machelen/1830/8679873,8679873,1,machelen,1830,,Appartement ,,Non public,,,0,0,,,,,
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/waregem/8790/8681189,8681189,2,waregem,8790,,Appartement ,,Non public,60 m²,Hyper uitgerust,0,0,Ja,,2,0.0,Goed
https://www.immoweb.be/nl/zoekertje/huis/te-koop/la-louviere/7100/8681956,8681956,,la-louviere,7100,,Gebouw voor,,Non public,275 m²,Niet geïnstalleerd,0,0,,,2,,Goed
https://www.immoweb.be/nl/zoekertje/huis/te-koop/bassenge/4690/8681958,8681958,6,bassenge,4690,,Huis ,,Non public,282 m²,,0,1,,2114 m²,4,,Goed
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/leuven/3000/8682394,8682394,1,leuven,3000,,Appartement ,,Non public,54 m²,Geïnstalleerd,0,0,,,2,,Goed
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/leuven/3000/8682396,8682396,2,leuven,3000,,Appartement ,,Non public,65 m²,Geïnstalleerd,0,0,,,2,,Goed
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/nevele/9850/8682854,8682854,3,nevele,9850,,Appartement ,,Non public,124 m²,Geïnstalleerd,0,0,,,2,,Goed
https://www.immoweb.be/nl/zoekertje/huis/te-koop/charleroi/6030/8684289,8684289,4,charleroi,6030,,Huis ,,Non public,220 m²,Geïnstalleerd,0,0,,,4,,Net gerenoveerd
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/oostende/8400/8684616,8684616,,oostende,8400,,Appartement,Studio ,Non public,35 m²,,1,0,,,2,0.0,Goed
https://www.immoweb.be/nl/zoekertje/huis/te-koop/assebroek/8310/8684682,8684682,3,assebroek,8310,,Huis,Villa ,Non public,159 m²,,0,0,Ja,,,,Te renoveren
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/benitachell/03726/8685011,8685011,2,benitachell,03726,290000€,Appartement ,,Non public,91 m²,Hyper uitgerust,0,0,26 m²,36 m²,,1.0,Goed
https://www.immoweb.be/nl/zoekertje/appartement/te-koop/alfaz-del-pi/03580/8685842,8685842,2,alfaz-del-pi,03580,157500€,Appartement ,,Non public,72 m²,,0,0,,,,1.0,
